raw_text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
"2008. 경제 대공황 때도 6번의 데드캣바운스가 존재했다는걸. 아시나요? 진정 야수의 심장을 가진 남자라면 내일이 첫번째 반등임을 알고 있는돈 없는돈 영혼까지 끌어 총알준비하십시오. 모자라면 마누라 장인장모 자식들 탈탈털고 마통까지 뚫어 준비하십시오. 

내일 당신은 부자가 될수도 있습니다.",2008 경제 대공황 때도 6번의 데드캣바운스가 존재했다는걸 아시나요 진정 야수의 심장을 가진 남자라면 내일이 첫번째 반등임을 알고 있는돈 없는돈 영혼까지 끌어 총알준비하십시오 모자라면 마누라 장인장모 자식들 탈탈털고 마통까지 뚫어 준비하십시오 내일 당신은 부자가 될수도 있습니다,2008. 경제 대공황 때도 6번의 데드캣바운스가 존재했다는걸. 아시나요? 진정 야수의 심장을 가진 남자라면 내일이 첫번째 반등임을 알고 있는돈 없는돈 영혼까지 끌어 총알준비하십시오. 모자라면 마누라 장인장모 자식들 탈탈털고 마통까지 뚫어 준비하십시오. 내일 당신은 부자가 될수도 있습니다.,2024-09-11T18:08:03+09:00,0.3273,0.2942,0.3786,2
"그때 조롱 안하고 살껄 살껄 살껄 ㅋㅋ
망무새 분들 다음 레퍼토리인가요?",그때 조롱 안하고 살껄 살껄 살껄 망무새 분들 다음 레퍼토리인가요,그때 조롱 안하고 살껄 살껄 살껄 ㅋㅋ 망무새 분들 다음 레퍼토리인가요?,2025-02-10T14:25:23+09:00,0.1223,0.8036,0.0742,1
역시... ㅋ,역시,역시... ㅋ,2025-02-28T09:46:39+09:00,0.0262,0.9597,0.0141,1
미친듯이 매수해서 어제 63000에 숏친 외인들 숏스퀴징 받아내서 죽여봅시다🩸,미친듯이 매수해서 어제 63000에 숏친 외인들 숏스퀴징 받아내서 죽여봅시다,미친듯이 매수해서 어제 63000에 숏친 외인들 숏스퀴징 받아내서 죽여봅시다,2024-09-25T09:25:03+09:00,0.198,0.1794,0.6227,2
"깝깝하네 진짜
가만좀 지커보지 그걸 냉큼 팔고들있네",깝깝하네 진짜 가만좀 지커보지 그걸 냉큼 팔고들있네,깝깝하네 진짜 가만좀 지커보지 그걸 냉큼 팔고들있네,2024-03-22T09:09:59+09:00,0.1501,0.815,0.0349,1
어이가없네ㅋㅋ 왜 오늘 오르나 했더니 미리 알았나보구나,어이가없네 왜 오늘 오르나 했더니 미리 알았나보구나,어이가없네ㅋㅋ 왜 오늘 오르나 했더니 미리 알았나보구나,2024-11-15T18:20:42+09:00,0.1793,0.5568,0.2638,1
제발 6만원 가자 물타게,제발 6만원 가자 물타게,제발 6만원 가자 물타게,2024-05-30T09:48:50+09:00,0.0499,0.1697,0.7803,2
일단 빠짐,일단 빠짐,일단 빠짐,2025-02-12T09:37:55+09:00,0.1419,0.8082,0.0499,1
달려라~~달려라 달려~~라 삼쩐,달려라달려라 달려라 삼쩐,달려라달려라 달려라 삼쩐,2025-01-21T09:06:36+09:00,0.0978,0.7363,0.1659,1
120만 대군 언제 물리치누,120만 대군 언제 물리치누,120만 대군 언제 물리치누,2024-07-05T11:07:30+09:00,0.0778,0.8829,0.0393,1
낼은 -800 원 빠지나??,낼은 800 원 빠지나,낼은 800 원 빠지나??,2024-11-04T18:26:26+09:00,0.1439,0.7226,0.1335,1
입주,입주,입주,2024-08-02T15:39:22+09:00,0.0734,0.8867,0.0398,1
오늘도 라면 물이나 올리자 ㅜㅜ,오늘도 라면 물이나 올리자,오늘도 라면 물이나 올리자 ㅜㅜ,2024-11-05T12:23:05+09:00,0.0716,0.648,0.2804,1
하이닉스는 올랐는데 넌...,하이닉스는 올랐는데 넌,하이닉스는 올랐는데 넌...,2025-01-16T12:17:50+09:00,0.1351,0.5401,0.3248,1
나이스다 ㅎㅎ,나이스다,나이스다 ㅎㅎ,2024-12-12T15:06:00+09:00,0.0238,0.9553,0.0209,1
제발 7만5천까지만이라도🙏🙏,제발 7만5천까지만이라도,제발 7만5천까지만이라도,2023-06-09T10:33:50+09:00,0.0504,0.8984,0.0512,1
삼또속하지말고 줄때먹어,삼또속하지말고 줄때먹어,삼또속하지말고 줄때먹어,2025-03-17T13:20:31+09:00,0.0683,0.8767,0.055,1
삼전주주분들 핸드폰 갤럭시 쓰시나요?,삼전주주분들 핸드폰 갤럭시 쓰시나요,삼전주주분들 핸드폰 갤럭시 쓰시나요?,2025-01-08T12:48:25+09:00,0.0594,0.9075,0.0331,1
망,망,망,2024-11-14T10:00:38+09:00,0.0785,0.89,0.0315,1
"그래도 9만전자어쩌구할때 몰래 이백만원어치라도 팔아서…다행이다 ㅠㅠ
나머지도 지금 털어버려야되나 평단오기전에 
고민이내",그래도 9만전자어쩌구할때 몰래 이백만원어치라도 팔아서다행이다 나머지도 지금 털어버려야되나 평단오기전에 고민이내,그래도 9만전자어쩌구할때 몰래 이백만원어치라도 팔아서다행이다 ㅠㅠ 나머지도 지금 털어버려야되나 평단오기전에 고민이내,2024-10-09T07:07:25+09:00,0.2921,0.5656,0.1423,1
더더 쭉쭉 올라가즈아,더더 쭉쭉 올라가즈아,더더 쭉쭉 올라가즈아,2024-06-03T11:25:00+09:00,0.0466,0.0598,0.8935,2
오지마을 시골할아버지들 귀에도 삼성 폭락소식 전해졌으니 이제 오르나,오지마을 시골할아버지들 귀에도 삼성 폭락소식 전해졌으니 이제 오르나,오지마을 시골할아버지들 귀에도 삼성 폭락소식 전해졌으니 이제 오르나,2024-11-15T09:50:12+09:00,0.2546,0.2575,0.4879,2
"저러다 5만5천에 잡고 6만에 잡는거지
발목일때 사요~외인현물수급보다 선물 수급을보세요 선물 사고있다니까는!
더 안떨어져요~",저러다 5만5천에 잡고 6만에 잡는거지 발목일때 사요외인현물수급보다 선물 수급을보세요 선물 사고있다니까는 더 안떨어져요,저러다 5만5천에 잡고 6만에 잡는거지 발목일때 사요외인현물수급보다 선물 수급을보세요 선물 사고있다니까는! 더 안떨어져요,2024-11-15T10:15:11+09:00,0.3375,0.5006,0.1618,1
하..ㅅ발 진짜,하발 진짜,하..ㅅ발 진짜,2024-11-14T16:31:20+09:00,0.0397,0.946,0.0143,1
오늘 와리가리가 느낌있는데? ㅎㅎ,오늘 와리가리가 느낌있는데,오늘 와리가리가 느낌있는데? ㅎㅎ,2024-11-07T12:27:11+09:00,0.0715,0.8789,0.0496,1
삼전은 줄때나가라 욕심부리다 피곤해진다,삼전은 줄때나가라 욕심부리다 피곤해진다,삼전은 줄때나가라 욕심부리다 피곤해진다,2024-06-14T11:14:22+09:00,0.1571,0.672,0.1708,1
외인이 사야하는데 ㅠ,외인이 사야하는데,외인이 사야하는데 ㅠ,2024-11-14T10:18:35+09:00,0.0906,0.8401,0.0692,1
아 삼성 노답이네 ㅜ,아 삼성 노답이네,아 삼성 노답이네 ㅜ,2024-11-11T16:03:45+09:00,0.0474,0.9331,0.0195,1
팔까말까팔까말까,팔까말까팔까말까,팔까말까팔까말까,2025-01-08T11:47:43+09:00,0.1528,0.7835,0.0637,1
오늘 매출이 저조하네요 안팔고 안사나,오늘 매출이 저조하네요 안팔고 안사나,오늘 매출이 저조하네요 안팔고 안사나,2024-11-22T15:16:22+09:00,0.2125,0.6826,0.105,1
"삼성증권, 삼성선물, KB 신한 에서 지정호가 매수채우네요.. 

65200 ~ 64000 내일 코어cpi 까지 예상함 

불확실 및 악재시 62500~ 

그이하로는 안떨어집니다.. 옵션만기가 얼마안남았거든요  LP들이라 팔았던거 어느정도 매수세 들어올거고 콜옵션 팔것 같습니다. 

6만 이하는 외국인도 원하지 않을겁니다",삼성증권 삼성선물 KB 신한 에서 지정호가 매수채우네요 65200 64000 내일 코어cpi 까지 예상함 불확실 및 악재시 62500 그이하로는 안떨어집니다 옵션만기가 얼마안남았거든요 LP들이라 팔았던거 어느정도 매수세 들어올거고 콜옵션 팔것 같습니다 6만 이하는 외국인도 원하지 않을겁니다,"삼성증권, 삼성선물, KB 신한 에서 지정호가 매수채우네요.. 65200 64000 내일 코어cpi 까지 예상함 불확실 및 악재시 62500 그이하로는 안떨어집니다.. 옵션만기가 얼마안남았거든요 LP들이라 팔았던거 어느정도 매수세 들어올거고 콜옵션 팔것 같습니다. 6만 이하는 외국인도 원하지 않을겁니다",2024-09-11T15:06:39+09:00,0.3296,0.2057,0.4647,2
지금 기관이 사서 5만원 지킨 것 같은데 내일 외국에서 또 빼면 많이 낮아질까요..?,지금 기관이 사서 5만원 지킨 것 같은데 내일 외국에서 또 빼면 많이 낮아질까요,지금 기관이 사서 5만원 지킨 것 같은데 내일 외국에서 또 빼면 많이 낮아질까요..?,2024-11-14T13:17:47+09:00,0.3151,0.5433,0.1417,1
엥 6만원이네?,엥 6만원이네,엥 6만원이네?,2024-10-31T11:14:11+09:00,0.0409,0.9282,0.0309,1
58000???,58000,58000???,2024-11-25T15:23:42+09:00,0.0306,0.9579,0.0115,1
진짜 망했구나,진짜 망했구나,진짜 망했구나,2024-10-10T10:18:24+09:00,0.1547,0.8154,0.0299,1
겨우 100원오르고 생색은 ㅋㅋ,겨우 100원오르고 생색은,겨우 100원오르고 생색은 ㅋㅋ,2024-06-11T14:13:40+09:00,0.1983,0.449,0.3527,1
"또 오르는 척
희망고문...",또 오르는 척 희망고문,또 오르는 척 희망고문...,2024-12-18T12:06:07+09:00,0.1604,0.4598,0.3798,1
득뎀ㅋㅋ,득뎀,득뎀ㅋㅋ,2024-04-03T15:24:13+09:00,0.0637,0.9115,0.0248,1
올라가자,올라가자,올라가자,2024-05-07T02:46:33+09:00,0.0422,0.0671,0.8907,2
얼마까지 보시나요?,얼마까지 보시나요,얼마까지 보시나요?,2024-11-26T14:04:25+09:00,0.0384,0.9423,0.0193,1
지금이라도  손절하고 비트코인 사세요~,지금이라도 손절하고 비트코인 사세요,지금이라도 손절하고 비트코인 사세요,2024-11-13T12:57:47+09:00,0.2587,0.4289,0.3123,1
오늘같이 오르자,오늘같이 오르자,오늘같이 오르자,2024-10-28T20:55:04+09:00,0.0603,0.0846,0.8551,2
주식을 여러번 나눠서 구매했다가 일부를 팔게되면 선입선출인가요? 아시는 분,주식을 여러번 나눠서 구매했다가 일부를 팔게되면 선입선출인가요 아시는 분,주식을 여러번 나눠서 구매했다가 일부를 팔게되면 선입선출인가요? 아시는 분,2023-09-13T09:56:38+09:00,0.2221,0.6463,0.1315,1
73500 오면. 1주. 구매. 20년 뒤에. 판다,73500 오면 1주 구매 20년 뒤에 판다,73500 오면. 1주. 구매. 20년 뒤에. 판다,2024-08-05T11:53:11+09:00,0.1665,0.6992,0.1343,1
호들갑 레전드 널뛰기 죙일 뛰면서 주식 어케하냐 첨엔 웃겨서 구경했는데 맨날 같은 레파토리라 이제 좀 신기함,호들갑 레전드 널뛰기 죙일 뛰면서 주식 어케하냐 첨엔 웃겨서 구경했는데 맨날 같은 레파토리라 이제 좀 신기함,호들갑 레전드 널뛰기 죙일 뛰면서 주식 어케하냐 첨엔 웃겨서 구경했는데 맨날 같은 레파토리라 이제 좀 신기함,2025-01-09T09:52:47+09:00,0.2654,0.5151,0.2195,1
외국인과 기관이 사고 있네요!!,외국인과 기관이 사고 있네요,외국인과 기관이 사고 있네요!!,2025-01-08T12:07:14+09:00,0.1378,0.8111,0.0511,1
오늘 떨어져애되지않음?,오늘 떨어져애되지않음,오늘 떨어져애되지않음?,2024-11-07T09:17:40+09:00,0.2189,0.725,0.0561,1
개쓰,개쓰,개쓰,2024-11-11T13:37:28+09:00,0.0333,0.955,0.0117,1
"이젠 사고 싶어도 살 수 없는 주식이 되버렸구만
그래도 갈 놈은 갈까^^
궁금해지네",이젠 사고 싶어도 살 수 없는 주식이 되버렸구만 그래도 갈 놈은 갈까 궁금해지네,이젠 사고 싶어도 살 수 없는 주식이 되버렸구만 그래도 갈 놈은 갈까 궁금해지네,2024-07-05T09:38:59+09:00,0.2597,0.5981,0.1422,1
올라가!!!,올라가,올라가!!!,2024-11-20T15:16:53+09:00,0.0761,0.6569,0.267,1
오르네? ㅋㅋㅋㅋㅋ,오르네,오르네? ㅋㅋㅋㅋㅋ,2025-02-04T10:22:38+09:00,0.1733,0.3109,0.5158,2
에휴,에휴,에휴,2025-02-06T09:15:40+09:00,0.0471,0.941,0.0119,1
재용아 머하니?,재용아 머하니,재용아 머하니?,2024-09-19T09:24:53+09:00,0.0384,0.9469,0.0147,1
윤재앙이네요,윤재앙이네요,윤재앙이네요,2024-11-14T18:06:44+09:00,0.0844,0.8758,0.0398,1
"재용이형  내가  그냥 삼전산돈 배달이라도 해서 매꿀테니,,  그냥 망해라..
정신좀차려 재용이형 
이게뭐냐 삼성이 쪽팔리게..",재용이형 내가 그냥 삼전산돈 배달이라도 해서 매꿀테니 그냥 망해라 정신좀차려 재용이형 이게뭐냐 삼성이 쪽팔리게,"재용이형 내가 그냥 삼전산돈 배달이라도 해서 매꿀테니,, 그냥 망해라.. 정신좀차려 재용이형 이게뭐냐 삼성이 쪽팔리게..",2024-11-12T10:03:13+09:00,0.3991,0.4494,0.1515,1
어떤가요?,어떤가요,어떤가요?,2024-04-04T17:21:13+09:00,0.0339,0.952,0.0141,1
하이닉스반만이라도 따라가줘,하이닉스반만이라도 따라가줘,하이닉스반만이라도 따라가줘,2024-04-26T15:19:35+09:00,0.0673,0.7827,0.1501,1
매도벽 얇게 쳐놓고 올라갈 수 있다는 희망주면서 찔끔찔끔 매도수량 늘리면서 가둬놓고 조패는중ㅋㅋ 뭔 밈코인이냐 이거?ㅋㅋ,매도벽 얇게 쳐놓고 올라갈 수 있다는 희망주면서 찔끔찔끔 매도수량 늘리면서 가둬놓고 조패는중 뭔 밈코인이냐 이거,매도벽 얇게 쳐놓고 올라갈 수 있다는 희망주면서 찔끔찔끔 매도수량 늘리면서 가둬놓고 조패는중ㅋㅋ 뭔 밈코인이냐 이거?ㅋㅋ,2024-09-19T11:41:57+09:00,0.4112,0.2407,0.3481,0
"순조롭습니다.

예상 도착지는 33,000원 입니다.

감사합니다.",순조롭습니다 예상 도착지는 33000원 입니다 감사합니다,"순조롭습니다. 예상 도착지는 33,000원 입니다. 감사합니다.",2024-11-13T17:19:30+09:00,0.1553,0.618,0.2267,1
5년 장투하면 -인 주식이 있다?,5년 장투하면 인 주식이 있다,5년 장투하면 인 주식이 있다?,2024-11-14T16:21:24+09:00,0.1531,0.7588,0.0881,1
팔면 나빼고 갈까봐....팔지도 못하겠고 아휴,팔면 나빼고 갈까봐팔지도 못하겠고 아휴,팔면 나빼고 갈까봐....팔지도 못하겠고 아휴,2024-06-12T14:32:23+09:00,0.2354,0.6666,0.098,1
오 멋져 ~~~삼성아 힘내 !,오 멋져 삼성아 힘내,오 멋져 삼성아 힘내 !,2024-11-15T12:32:37+09:00,0.0689,0.8307,0.1004,1
신용으로 어제도 디지게들어왔는데 ㄹㅇ 내가외인이여도 절때안올린다니까ㅋㅋㅋㅋ,신용으로 어제도 디지게들어왔는데 내가외인이여도 절때안올린다니까,신용으로 어제도 디지게들어왔는데 ㄹㅇ 내가외인이여도 절때안올린다니까ㅋㅋㅋㅋ,2024-10-25T09:08:25+09:00,0.2285,0.5394,0.2321,1
제발제발제발제발,제발제발제발제발,제발제발제발제발,2024-05-24T12:28:51+09:00,0.0482,0.9359,0.0159,1
"더 떨어져야 추매하는데, 6만전자로 돌아와.",더 떨어져야 추매하는데 6만전자로 돌아와,"더 떨어져야 추매하는데, 6만전자로 돌아와.",2023-07-21T10:57:03+09:00,0.4092,0.2285,0.3623,0
177만 .. 에혀 ㅋㅋ,177만 에혀,177만 .. 에혀 ㅋㅋ,2024-10-17T09:36:58+09:00,0.0418,0.9416,0.0166,1
그냥 무지성 매수야,그냥 무지성 매수야,그냥 무지성 매수야,2024-10-07T09:11:54+09:00,0.2236,0.3667,0.4097,2
달긴하네,달긴하네,달긴하네,2024-10-29T13:09:29+09:00,0.046,0.9277,0.0263,1
다들 왜이래ㅋㅋㅋ,다들 왜이래,다들 왜이래ㅋㅋㅋ,2024-08-05T11:10:37+09:00,0.0352,0.9508,0.014,1
"외국에 오래 살아봐
왜 삼전들고 있는지 ^$^",외국에 오래 살아봐 왜 삼전들고 있는지,외국에 오래 살아봐 왜 삼전들고 있는지,2023-11-09T10:46:43+09:00,0.0741,0.8874,0.0385,1
월드컵보다 잼있다,월드컵보다 잼있다,월드컵보다 잼있다,2024-11-14T10:32:17+09:00,0.0453,0.9254,0.0294,1
이재용 구속되서 5만원와라 싹다주워주마,이재용 구속되서 5만원와라 싹다주워주마,이재용 구속되서 5만원와라 싹다주워주마,2023-06-21T09:56:18+09:00,0.0544,0.8737,0.0719,1
치킨두마리,치킨두마리,치킨두마리,2025-02-04T14:57:46+09:00,0.0344,0.9462,0.0193,1
배당금효과좀읍으려나요 오늘?!,배당금효과좀읍으려나요 오늘,배당금효과좀읍으려나요 오늘?!,2024-12-26T09:03:21+09:00,0.1694,0.725,0.1055,1
정상인은 애진작 손절했는데 물타니기 추매기회니 하면서 계속 물량 받아주는건 진지하게 지능문제임,정상인은 애진작 손절했는데 물타니기 추매기회니 하면서 계속 물량 받아주는건 진지하게 지능문제임,정상인은 애진작 손절했는데 물타니기 추매기회니 하면서 계속 물량 받아주는건 진지하게 지능문제임,2024-11-12T14:30:28+09:00,0.5242,0.2684,0.2075,0
"시장전망치 11프로 하회입니다.........

탈출하세여",시장전망치 11프로 하회입니다 탈출하세여,시장전망치 11프로 하회입니다......... 탈출하세여,2024-10-08T08:51:00+09:00,0.37,0.3932,0.2369,1
"아..팔고 싶다 정말..
왜.지지부진하냐..
좋은 기업인가 아는데..
주주는 뭐냐고요
하이닉스 5%갈때. 삼전 2%가고..
떨어질때..10% 떨구고..",아팔고 싶다 정말 왜지지부진하냐 좋은 기업인가 아는데 주주는 뭐냐고요 하이닉스 5갈때 삼전 2가고 떨어질때10 떨구고,아..팔고 싶다 정말.. 왜.지지부진하냐.. 좋은 기업인가 아는데.. 주주는 뭐냐고요 하이닉스 5갈때. 삼전 2가고.. 떨어질때..10 떨구고..,2024-08-16T10:14:52+09:00,0.4197,0.3583,0.222,0
잡주무빙 뭔데,잡주무빙 뭔데,잡주무빙 뭔데,2024-12-02T10:13:57+09:00,0.0764,0.8839,0.0397,1
"국장이나 미장이나 모조리 하락인데
왜그런건지 아시는 님 
코멘트 부탁드립니다 ㅡㅡ",국장이나 미장이나 모조리 하락인데 왜그런건지 아시는 님 코멘트 부탁드립니다,국장이나 미장이나 모조리 하락인데 왜그런건지 아시는 님 코멘트 부탁드립니다 ㅡㅡ,2025-02-28T12:47:02+09:00,0.3316,0.3156,0.3528,2
드디어 바닥찍고 반등 ㅜㅜ,드디어 바닥찍고 반등,드디어 바닥찍고 반등 ㅜㅜ,2024-10-23T13:18:09+09:00,0.1904,0.2338,0.5758,2
나는 삼전 주식산걸,나는 삼전 주식산걸,나는 삼전 주식산걸,2024-12-02T12:44:05+09:00,0.0916,0.8256,0.0828,1
"줄때 반 익절
오늘 잘버티면 내일올라갈거같긴한데
오늘 마감까지 잘버티길",줄때 반 익절 오늘 잘버티면 내일올라갈거같긴한데 오늘 마감까지 잘버티길,줄때 반 익절 오늘 잘버티면 내일올라갈거같긴한데 오늘 마감까지 잘버티길,2024-10-07T14:05:39+09:00,0.2037,0.1909,0.6053,2
