raw_text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
엔비 니 손에 내일 국장 반도체가 걸려 있다고!!!!,엔비 니 손에 내일 국장 반도체가 걸려 있다고,엔비 니 손에 내일 국장 반도체가 걸려 있다고!!!!,2025-01-17T01:49:20+09:00,0.0342,0.907,0.0587,1
폭풍상상,폭풍상상,폭풍상상,2025-01-29T10:06:03+09:00,0.0796,0.8778,0.0426,1
이거 올라갈라나 7주 들고 있는데 고딩이어서 좀만 떨어저도 후달리네요,이거 올라갈라나 7주 들고 있는데 고딩이어서 좀만 떨어저도 후달리네요,이거 올라갈라나 7주 들고 있는데 고딩이어서 좀만 떨어저도 후달리네요,2025-01-31T04:19:29+09:00,0.222,0.2676,0.5104,2
아주 말아먹네ㅡㅡ,아주 말아먹네,아주 말아먹네ㅡㅡ,2025-03-04T20:08:59+09:00,0.0313,0.9554,0.0133,1
숏충이들 핑계도 많다. 서비스업 잘 나오고 관세 완화느낌으로 베이지북도 관세 이야기만 오지게 나왔는데 벌써 트럼프가 한수 내려주는 모습 나오는데 끝까지 하락 외치면서 인버스에 물려놓고 아직 내릴 것 같은데… 거리는 애들은 그대로 영원히 물려라 ㅇㅇ 물려도 원래 롱이 다 이김 결국은,숏충이들 핑계도 많다 서비스업 잘 나오고 관세 완화느낌으로 베이지북도 관세 이야기만 오지게 나왔는데 벌써 트럼프가 한수 내려주는 모습 나오는데 끝까지 하락 외치면서 인버스에 물려놓고 아직 내릴 것 같은데 거리는 애들은 그대로 영원히 물려라 물려도 원래 롱이 다 이김 결국은,숏충이들 핑계도 많다. 서비스업 잘 나오고 관세 완화느낌으로 베이지북도 관세 이야기만 오지게 나왔는데 벌써 트럼프가 한수 내려주는 모습 나오는데 끝까지 하락 외치면서 인버스에 물려놓고 아직 내릴 것 같은데 거리는 애들은 그대로 영원히 물려라 ㅇㅇ 물려도 원래 롱이 다 이김 결국은,2025-03-06T05:13:44+09:00,0.4326,0.1701,0.3973,0
"6개월간 상승폭을 6일만에 날리네
시총2위주식이 이게 가능한 무빙?
미국주식이나 한국주식이나 주식은 그냥 코인과 같이 전자사기네",6개월간 상승폭을 6일만에 날리네 시총2위주식이 이게 가능한 무빙 미국주식이나 한국주식이나 주식은 그냥 코인과 같이 전자사기네,6개월간 상승폭을 6일만에 날리네 시총2위주식이 이게 가능한 무빙? 미국주식이나 한국주식이나 주식은 그냥 코인과 같이 전자사기네,2025-03-04T22:03:04+09:00,0.4224,0.309,0.2686,0
큰 양봉에 잠시내림,큰 양봉에 잠시내림,큰 양봉에 잠시내림,2025-01-29T10:31:06+09:00,0.3759,0.2799,0.3442,0
와....,와,와....,2025-03-26T23:19:39+09:00,0.0231,0.965,0.0119,1
와 진짜?,와 진짜,와 진짜?,2025-02-28T01:05:20+09:00,0.0257,0.9608,0.0135,1
레버감 노잼,레버감 노잼,레버감 노잼,2025-03-21T18:52:34+09:00,0.0655,0.8672,0.0673,1
.,,.,2025-01-29T20:59:56+09:00,0.0197,0.9727,0.0076,1
그래그래 하루쯤은 마2까진 괜찮아,그래그래 하루쯤은 마2까진 괜찮아,그래그래 하루쯤은 마2까진 괜찮아,2024-12-26T23:54:15+09:00,0.0241,0.9404,0.0355,1
슬라도망간다 따라가,슬라도망간다 따라가,슬라도망간다 따라가,2025-03-20T00:35:23+09:00,0.3934,0.2927,0.3139,0
하,하,하,2025-02-12T01:58:37+09:00,0.0203,0.9715,0.0083,1
주식 가격 반토막을 만들려고 하네,주식 가격 반토막을 만들려고 하네,주식 가격 반토막을 만들려고 하네,2025-03-08T01:05:28+09:00,0.3396,0.5462,0.1141,1
더 떨어질 것 같아서..무서울때가 기회라그랬는데 그냥 무섭네...,더 떨어질 것 같아서무서울때가 기회라그랬는데 그냥 무섭네,더 떨어질 것 같아서..무서울때가 기회라그랬는데 그냥 무섭네...,2025-01-13T17:35:02+09:00,0.4003,0.2305,0.3692,0
가즈아,가즈아,가즈아,2025-01-28T10:24:12+09:00,0.0621,0.0717,0.8662,2
주식 왜 시작했지,주식 왜 시작했지,주식 왜 시작했지,2025-03-04T00:43:43+09:00,0.0703,0.9037,0.026,1
레버리지가 낫나요 본주가낫나요?,레버리지가 낫나요 본주가낫나요,레버리지가 낫나요 본주가낫나요?,2025-01-21T13:43:56+09:00,0.0855,0.856,0.0585,1
ㅠ,,ㅠ,2025-01-08T00:59:13+09:00,0.0199,0.9718,0.0084,1
코인 해킹이슈로 나락 중인거 같은데...,코인 해킹이슈로 나락 중인거 같은데,코인 해킹이슈로 나락 중인거 같은데...,2025-02-24T13:17:00+09:00,0.6996,0.1865,0.1139,0
"응 주식앱 삭제
하고10년20년뒤에 오면 그만이야~",응 주식앱 삭제 하고10년20년뒤에 오면 그만이야,응 주식앱 삭제 하고10년20년뒤에 오면 그만이야,2025-01-28T23:38:55+09:00,0.1086,0.8285,0.063,1
엔비디아,엔비디아,엔비디아,2025-01-30T00:44:17+09:00,0.0248,0.9425,0.0326,1
ㅋㅋㅋ,,ㅋㅋㅋ,2025-01-30T16:28:10+09:00,0.0215,0.9695,0.009,1
내생각엔 본장에서 -20% 찍을듯,내생각엔 본장에서 20 찍을듯,내생각엔 본장에서 20 찍을듯,2025-01-27T20:22:26+09:00,0.04,0.9199,0.0401,1
엔비디아 2주 구매 완료! 180$ 가봅시다,엔비디아 2주 구매 완료 180 가봅시다,엔비디아 2주 구매 완료! 180 가봅시다,2025-01-30T15:40:36+09:00,0.0551,0.7568,0.1881,1
"이러다가 종가되면 또 처박음 ㅋㅋ
안속아",이러다가 종가되면 또 처박음 안속아,이러다가 종가되면 또 처박음 ㅋㅋ 안속아,2025-03-01T00:09:09+09:00,0.1385,0.7085,0.153,1
121 방어못하면 바로 박살납니다,121 방어못하면 바로 박살납니다,121 방어못하면 바로 박살납니다,2025-01-28T21:41:16+09:00,0.1583,0.7983,0.0434,1
"말했잖아.

숏칠거면 코인을 해 그냥…",말했잖아 숏칠거면 코인을 해 그냥,말했잖아. 숏칠거면 코인을 해 그냥,2025-02-06T08:17:56+09:00,0.073,0.8611,0.0659,1
테슬라따라가자~~,테슬라따라가자,테슬라따라가자,2025-03-27T23:38:20+09:00,0.0631,0.192,0.7449,2
시총 4000조.... 너무 무겁고 비싸다,시총 4000조 너무 무겁고 비싸다,시총 4000조.... 너무 무겁고 비싸다,2025-02-26T14:51:39+09:00,0.0916,0.7857,0.1227,1
아니 노망낫나 왜이래?,아니 노망낫나 왜이래,아니 노망낫나 왜이래?,2025-01-08T07:25:22+09:00,0.048,0.9333,0.0188,1
솔찍히 본장오면 날아간다,솔찍히 본장오면 날아간다,솔찍히 본장오면 날아간다,2025-02-03T21:59:09+09:00,0.0475,0.8051,0.1473,1
"-20퍼 다 되가네 ㅎ,,",20퍼 다 되가네,"20퍼 다 되가네 ㅎ,,",2025-02-03T21:38:09+09:00,0.0766,0.7325,0.1909,1
최거에요!,최거에요,최거에요!,2025-03-05T23:33:43+09:00,0.0273,0.9546,0.0181,1
장투가 아니라 그냥 개호구라고. 여기서 물탈 수가 없다니까? 걍 이제 하락장 시작인데 물 쳐타거나 장투라고 자위하면서 버티지 말고 팔고 나가라 내 돈 아니고 니들 돈인데도 조언해주는데 눈막고 귀막을 거면 그냥 다 털리던가 숏 타라고 알려줘도 못 타서 못 먹는 원숭이들 ㅋㅋ,장투가 아니라 그냥 개호구라고 여기서 물탈 수가 없다니까 걍 이제 하락장 시작인데 물 쳐타거나 장투라고 자위하면서 버티지 말고 팔고 나가라 내 돈 아니고 니들 돈인데도 조언해주는데 눈막고 귀막을 거면 그냥 다 털리던가 숏 타라고 알려줘도 못 타서 못 먹는 원숭이들,장투가 아니라 그냥 개호구라고. 여기서 물탈 수가 없다니까? 걍 이제 하락장 시작인데 물 쳐타거나 장투라고 자위하면서 버티지 말고 팔고 나가라 내 돈 아니고 니들 돈인데도 조언해주는데 눈막고 귀막을 거면 그냥 다 털리던가 숏 타라고 알려줘도 못 타서 못 먹는 원숭이들 ㅋㅋ,2025-03-04T22:34:03+09:00,0.4712,0.1257,0.403,0
양전해줘!!!,양전해줘,양전해줘!!!,2025-03-01T00:07:41+09:00,0.039,0.075,0.886,2
ㅋㅋ,,ㅋㅋ,2025-01-28T16:21:13+09:00,0.0217,0.9693,0.009,1
왜떨어지는건가요,왜떨어지는건가요,왜떨어지는건가요,2025-01-27T20:26:27+09:00,0.326,0.5546,0.1194,1
"AI 업계에서 분명히 “우리는 다시 시작했다”는 순간이 어쩐 일인지 주류에서는 “끝났다”는 분위기로 바뀌었다.

믿기 어려운 근시안적 태도
모든 코더가 손안에서 O1의 힘으로 학습, 탐구, 반복할 수 있는 능력
아이디어는 복리로 성장한다
오픈 소스와 함께라면 복리의 속도가 가속화된다
파이는 더 크고 더 빠르게 커졌다
인류 전체가 더 빠르게 보편적인 AGI(인공지능 일반)를 향해 나아가고 있다
맞다, 더 빠르게, 당신이 제대로 읽은 거다
제로섬 게임은 패배자들의 것이다

📈팔로우하시고 경제력 업그레이드 하세요!📈",AI 업계에서 분명히 우리는 다시 시작했다는 순간이 어쩐 일인지 주류에서는 끝났다는 분위기로 바뀌었다 믿기 어려운 근시안적 태도 모든 코더가 손안에서 O1의 힘으로 학습 탐구 반복할 수 있는 능력 아이디어는 복리로 성장한다 오픈 소스와 함께라면 복리의 속도가 가속화된다 파이는 더 크고 더 빠르게 커졌다 인류 전체가 더 빠르게 보편적인 AGI인공지능 일반를 향해 나아가고 있다 맞다 더 빠르게 당신이 제대로 읽은 거다 제로섬 게임은 패배자들의 것이다 팔로우하시고 경제력 업그레이드 하세요,"AI 업계에서 분명히 우리는 다시 시작했다는 순간이 어쩐 일인지 주류에서는 끝났다는 분위기로 바뀌었다. 믿기 어려운 근시안적 태도 모든 코더가 손안에서 O1의 힘으로 학습, 탐구, 반복할 수 있는 능력 아이디어는 복리로 성장한다 오픈 소스와 함께라면 복리의 속도가 가속화된다 파이는 더 크고 더 빠르게 커졌다 인류 전체가 더 빠르게 보편적인 AGI인공지능 일반를 향해 나아가고 있다 맞다, 더 빠르게, 당신이 제대로 읽은 거다 제로섬 게임은 패배자들의 것이다 팔로우하시고 경제력 업그레이드 하세요!",2025-01-29T10:35:16+09:00,0.2022,0.3978,0.4,2
18만2000까지 갈거같다,18만2000까지 갈거같다,18만2000까지 갈거같다,2025-02-01T01:54:25+09:00,0.0342,0.8784,0.0875,1
여기 조울증 커뮤니티인가요?? 시간별로 반응이 극과극이네ㅋㅋㅋㅋㅋ,여기 조울증 커뮤니티인가요 시간별로 반응이 극과극이네,여기 조울증 커뮤니티인가요?? 시간별로 반응이 극과극이네ㅋㅋㅋㅋㅋ,2025-01-29T03:11:03+09:00,0.0919,0.8386,0.0695,1
Chume,Chume,Chume,2025-03-26T22:07:25+09:00,0.0186,0.9732,0.0083,1
금리인하하겠네 이러면ㅋㅋㅋ,금리인하하겠네 이러면,금리인하하겠네 이러면ㅋㅋㅋ,2025-03-04T00:02:21+09:00,0.2439,0.4594,0.2967,1
비를 피하는 것도 방법입니다.,비를 피하는 것도 방법입니다,비를 피하는 것도 방법입니다.,2025-01-29T23:01:29+09:00,0.0312,0.932,0.0368,1
어차피 안 팔 거지만 올라가면 매일이 즐겁다!,어차피 안 팔 거지만 올라가면 매일이 즐겁다,어차피 안 팔 거지만 올라가면 매일이 즐겁다!,2025-02-18T11:53:55+09:00,0.174,0.4247,0.4013,1
117층 든든벽,117층 든든벽,117층 든든벽,2025-03-04T00:25:14+09:00,0.1517,0.6769,0.1714,1
아마존 AI제공 하는데 아마존은 내렸고 대규모 AI투자했다는데 엔비는 영향이 없다니 내리다가 투자속식에 올라갔는데 속을 모르겠어요,아마존 AI제공 하는데 아마존은 내렸고 대규모 AI투자했다는데 엔비는 영향이 없다니 내리다가 투자속식에 올라갔는데 속을 모르겠어요,아마존 AI제공 하는데 아마존은 내렸고 대규모 AI투자했다는데 엔비는 영향이 없다니 내리다가 투자속식에 올라갔는데 속을 모르겠어요,2025-02-07T18:31:45+09:00,0.2399,0.3796,0.3805,2
어디 아프나,어디 아프나,어디 아프나,2025-01-15T01:02:52+09:00,0.0369,0.9491,0.014,1
진짜 씨ㅂ 미국 망했냐??,진짜 씨 미국 망했냐,진짜 씨ㅂ 미국 망했냐??,2025-03-18T22:51:12+09:00,0.0668,0.9048,0.0284,1
본장은 왜 이모냥이여,본장은 왜 이모냥이여,본장은 왜 이모냥이여,2025-01-28T23:32:17+09:00,0.0491,0.9297,0.0212,1
"실발 잘 나온놈은 떨구고
나머지 반도체는 오르고
코미디냐 ㅋ",실발 잘 나온놈은 떨구고 나머지 반도체는 오르고 코미디냐,실발 잘 나온놈은 떨구고 나머지 반도체는 오르고 코미디냐 ㅋ,2025-02-27T13:34:56+09:00,0.2419,0.4382,0.32,1
"빅테크들은 실적에 대한 관점을 바라보는 시선이 중요함
물론, 그중에서도 엔비디아는 전교1등하는 학생이라고 보고 채점을 진행해야함.

여기서 일반적인 기업들과 다르게,  규모가 크고 시장에 영향이 크게끼치는 주요기업들은 증권사들이 설정한 컨센서스보다 훨씬 높은 수치를 요구됨.
실제로  최근에시장을 주목을 받고있는 많은수의 기업들이 컨센서스가 어느정도 상회 또는비트한다고 해도 폭락하는 경우가 많음 
엔비디아의 경우 이번 분기 실적 컨센서스가 38~385억에 주당순이익 0.82~0.85  (증권사마다 차이는 있음)
하지만, 실제로 큰 규모의 자산을가진 시장참여자들이 생각하는 Earning whisper의 경우는 390, 0.89 이상으로 봄.

어플에 기입된 컨센서스만 비트했다고 ""어? 상회했네? 풀매수!"" 이런 판단하면 안됨

 이외에도 데이터센터 매출과 블랙웰서버에 대한 수요, 추후나올 루빈에 대한 정보 등이 시장참여자들을 만족시켜야함
아마, 위에서부터 구멍이 하나라도 나버린다면 계좌가 시퍼렇게 멍들 가능성이 농후함",빅테크들은 실적에 대한 관점을 바라보는 시선이 중요함 물론 그중에서도 엔비디아는 전교1등하는 학생이라고 보고 채점을 진행해야함 여기서 일반적인 기업들과 다르게 규모가 크고 시장에 영향이 크게끼치는 주요기업들은 증권사들이 설정한 컨센서스보다 훨씬 높은 수치를 요구됨 실제로 최근에시장을 주목을 받고있는 많은수의 기업들이 컨센서스가 어느정도 상회 또는비트한다고 해도 폭락하는 경우가 많음 엔비디아의 경우 이번 분기 실적 컨센서스가 38385억에 주당순이익 082085 증권사마다 차이는 있음 하지만 실제로 큰 규모의 자산을가진 시장참여자들이 생각하는 Earning whisper의 경우는 390 089 이상으로 봄 어플에 기입된 컨센서스만 비트했다고 어 상회했네 풀매수 이런 판단하면 안됨 이외에도 데이터센터 매출과 블랙웰서버에 대한 수요 추후나올 루빈에 대한 정보 등이 시장참여자들을 만족시켜야함 아마 위에서부터 구멍이 하나라도 나버린다면 계좌가 시퍼렇게 멍들 가능성이 농후함,"빅테크들은 실적에 대한 관점을 바라보는 시선이 중요함 물론, 그중에서도 엔비디아는 전교1등하는 학생이라고 보고 채점을 진행해야함. 여기서 일반적인 기업들과 다르게, 규모가 크고 시장에 영향이 크게끼치는 주요기업들은 증권사들이 설정한 컨센서스보다 훨씬 높은 수치를 요구됨. 실제로 최근에시장을 주목을 받고있는 많은수의 기업들이 컨센서스가 어느정도 상회 또는비트한다고 해도 폭락하는 경우가 많음 엔비디아의 경우 이번 분기 실적 컨센서스가 38385억에 주당순이익 0.820.85 증권사마다 차이는 있음 하지만, 실제로 큰 규모의 자산을가진 시장참여자들이 생각하는 Earning whisper의 경우는 390, 0.89 이상으로 봄. 어플에 기입된 컨센서스만 비트했다고 어? 상회했네? 풀매수! 이런 판단하면 안됨 이외에도 데이터센터 매출과 블랙웰서버에 대한 수요, 추후나올 루빈에 대한 정보 등이 시장참여자들을 만족시켜야함 아마, 위에서부터 구멍이 하나라도 나버린다면 계좌가 시퍼렇게 멍들 가능성이 농후함",2025-02-23T01:25:55+09:00,0.3219,0.239,0.4391,2
트럼프 4.2일까지 USMC 무역항목에 관세 유예,트럼프 42일까지 USMC 무역항목에 관세 유예,트럼프 4.2일까지 USMC 무역항목에 관세 유예,2025-03-07T04:49:21+09:00,0.0471,0.8941,0.0588,1
서머타임임?,서머타임임,서머타임임?,2025-01-08T00:47:37+09:00,0.0353,0.9496,0.0151,1
야!!! 왜 떨어져,야 왜 떨어져,야!!! 왜 떨어져,2025-01-25T08:50:07+09:00,0.1664,0.6921,0.1415,1
118불대 가면 그림그려드림,118불대 가면 그림그려드림,118불대 가면 그림그려드림,2025-02-28T21:34:54+09:00,0.049,0.8449,0.1061,1
"혁신 ok 기술 발전 ok 미래지향 ok
그러나 주가 선 반영한거에 비해 돈냄새가 덜남",혁신 ok 기술 발전 ok 미래지향 ok 그러나 주가 선 반영한거에 비해 돈냄새가 덜남,혁신 ok 기술 발전 ok 미래지향 ok 그러나 주가 선 반영한거에 비해 돈냄새가 덜남,2025-01-07T13:38:50+09:00,0.1122,0.6452,0.2426,1
좀 힘 없어도 내일은 달리자,좀 힘 없어도 내일은 달리자,좀 힘 없어도 내일은 달리자,2025-02-12T21:45:09+09:00,0.0614,0.7421,0.1964,1
희비가교차하네 한줌에 희망갖기가 이렇게 힘드냐?,희비가교차하네 한줌에 희망갖기가 이렇게 힘드냐,희비가교차하네 한줌에 희망갖기가 이렇게 힘드냐?,2025-02-27T23:46:29+09:00,0.118,0.6544,0.2276,1
애기 고래한테 질소냐,애기 고래한테 질소냐,애기 고래한테 질소냐,2025-01-29T00:04:00+09:00,0.0394,0.9433,0.0173,1
다음주 실발이라 못 들어가겠다 실발 망하면 분명 딥시크 때처럼 박을 것 같은데,다음주 실발이라 못 들어가겠다 실발 망하면 분명 딥시크 때처럼 박을 것 같은데,다음주 실발이라 못 들어가겠다 실발 망하면 분명 딥시크 때처럼 박을 것 같은데,2025-02-22T05:07:06+09:00,0.3212,0.5165,0.1623,1
줍줍 😍,줍줍,줍줍,2025-01-22T17:13:34+09:00,0.5657,0.2641,0.1702,0
오늘 15가나,오늘 15가나,오늘 15가나,2025-03-06T23:35:56+09:00,0.0255,0.9525,0.022,1
으악 거대음봉이다,으악 거대음봉이다,으악 거대음봉이다,2025-01-08T20:34:21+09:00,0.1293,0.7504,0.1204,1
으악,으악,으악,2025-02-12T23:10:21+09:00,0.0336,0.9478,0.0186,1
음..,음,음..,2025-02-07T07:18:28+09:00,0.0192,0.9711,0.0097,1
미챠따,미챠따,미챠따,2025-01-28T23:34:25+09:00,0.0435,0.9331,0.0234,1
"분명 기술훔쳤거나 뒤가 구린건 있을 듯
무뇨로 하는거 자체가 말이 안됨",분명 기술훔쳤거나 뒤가 구린건 있을 듯 무뇨로 하는거 자체가 말이 안됨,분명 기술훔쳤거나 뒤가 구린건 있을 듯 무뇨로 하는거 자체가 말이 안됨,2025-01-30T17:25:12+09:00,0.1122,0.8336,0.0542,1
못살게 굴었군.,못살게 굴었군,못살게 굴었군.,2025-01-31T08:21:13+09:00,0.0761,0.8851,0.0388,1
좀만더 올라줘🫣,좀만더 올라줘,좀만더 올라줘,2025-02-27T07:06:09+09:00,0.1004,0.2455,0.6541,2
헐 왜이래요 ㄷㄷㄷㄷ,헐 왜이래요,헐 왜이래요 ㄷㄷㄷㄷ,2025-02-27T22:02:23+09:00,0.034,0.9522,0.0139,1
텃다,텃다,텃다,2025-03-11T23:13:09+09:00,0.0703,0.8861,0.0436,1
가즈아,가즈아,가즈아,2025-01-29T00:06:18+09:00,0.0621,0.0717,0.8662,2
ㆍ,,ㆍ,2025-01-22T00:29:04+09:00,0.0199,0.9718,0.0084,1
이 개잡주는 왜 떨어지기만 할까요 : ),이 개잡주는 왜 떨어지기만 할까요,이 개잡주는 왜 떨어지기만 할까요,2025-03-27T20:27:23+09:00,0.5038,0.2703,0.2259,0
인간적으로 128까지는 반등한다 봅니다,인간적으로 128까지는 반등한다 봅니다,인간적으로 128까지는 반등한다 봅니다,2025-01-27T20:09:51+09:00,0.4744,0.4143,0.1113,0
강하게 지지해줘서 감사..!,강하게 지지해줘서 감사,강하게 지지해줘서 감사..!,2025-03-04T23:53:31+09:00,0.0358,0.9235,0.0407,1
"1주
구매",1주 구매,1주 구매,2025-01-17T20:19:50+09:00,0.0525,0.8791,0.0684,1
옆동네 (tsla) 보니까 엔비정도면 감사함 ㅋㅋㅋㅋ,옆동네 tsla 보니까 엔비정도면 감사함,옆동네 tsla 보니까 엔비정도면 감사함 ㅋㅋㅋㅋ,2025-03-11T03:53:45+09:00,0.0365,0.9079,0.0556,1
왜 떨어져요?,왜 떨어져요,왜 떨어져요?,2025-02-14T23:45:35+09:00,0.3051,0.4452,0.2496,1
지금 추매한다고 공포매수하는 사람들 지표도 안 보고 무지성 사는 거임..??,지금 추매한다고 공포매수하는 사람들 지표도 안 보고 무지성 사는 거임,지금 추매한다고 공포매수하는 사람들 지표도 안 보고 무지성 사는 거임..??,2025-02-26T00:10:42+09:00,0.5743,0.2323,0.1934,0
127.99 25%매도 걸기!!!,12799 25매도 걸기,127.99 25매도 걸기!!!,2025-02-07T03:03:01+09:00,0.3304,0.456,0.2136,1
개꿀 ㅋ,개꿀,개꿀 ㅋ,2025-01-29T02:19:13+09:00,0.0348,0.9338,0.0314,1
주식으로 정병 걸린다는 애들 특:  단타충,주식으로 정병 걸린다는 애들 특 단타충,주식으로 정병 걸린다는 애들 특 단타충,2025-02-06T22:50:33+09:00,0.0813,0.8344,0.0843,1
3주석 와...,3주석 와,3주석 와...,2025-01-28T01:28:30+09:00,0.0341,0.9444,0.0215,1
14분남앗는데 담주까지 들고가면 위험할수잇어요..,14분남앗는데 담주까지 들고가면 위험할수잇어요,14분남앗는데 담주까지 들고가면 위험할수잇어요..,2025-02-01T05:46:29+09:00,0.1031,0.7297,0.1672,1
다들 아시죠?,다들 아시죠,다들 아시죠?,2025-01-06T21:30:46+09:00,0.0204,0.9667,0.0128,1
5주 더샀다.!!,5주 더샀다,5주 더샀다.!!,2025-02-14T18:18:38+09:00,0.0868,0.7759,0.1373,1
전에 내가 샀던 평단 곧 오냐 우하하하,전에 내가 샀던 평단 곧 오냐 우하하하,전에 내가 샀던 평단 곧 오냐 우하하하,2025-02-03T17:48:49+09:00,0.0429,0.8782,0.0789,1
와 손절하니까 오르는거 레전드,와 손절하니까 오르는거 레전드,와 손절하니까 오르는거 레전드,2025-01-28T02:07:00+09:00,0.3806,0.3269,0.2925,0
줄먹,줄먹,줄먹,2025-02-08T12:33:11+09:00,0.0483,0.9257,0.026,1
양자 다시 급락하니까 조롱하던 사람들 사라진거 소름 ㄷㄷ,양자 다시 급락하니까 조롱하던 사람들 사라진거 소름,양자 다시 급락하니까 조롱하던 사람들 사라진거 소름 ㄷㄷ,2025-01-14T00:10:30+09:00,0.0989,0.0474,0.8536,2
"130 맞고 계속 떨어지는데, 저거 뚫기만 하면…",130 맞고 계속 떨어지는데 저거 뚫기만 하면,"130 맞고 계속 떨어지는데, 저거 뚫기만 하면",2025-02-07T23:32:27+09:00,0.2509,0.4424,0.3067,1
숏 죽이고 말아 올려주세요.,숏 죽이고 말아 올려주세요,숏 죽이고 말아 올려주세요.,2025-01-23T17:06:11+09:00,0.1022,0.6123,0.2855,1
왜 음봉이냐 😑,왜 음봉이냐,왜 음봉이냐,2025-03-11T15:03:09+09:00,0.2461,0.6599,0.0941,1
"이번주 부터 빅이벤트 시작 !
긴장 바짝 해야 겠네요. 😓",이번주 부터 빅이벤트 시작 긴장 바짝 해야 겠네요,이번주 부터 빅이벤트 시작 ! 긴장 바짝 해야 겠네요.,2025-01-13T18:17:40+09:00,0.1237,0.731,0.1453,1
"여기 벌레 개 많네
약좀 뿌리고 갈게여",여기 벌레 개 많네 약좀 뿌리고 갈게여,여기 벌레 개 많네 약좀 뿌리고 갈게여,2025-01-09T11:47:33+09:00,0.0495,0.8958,0.0547,1
